Flow IAT Mean,Label
4.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
3.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
60.900000000000006,BENIGN
73.25000000000001,BENIGN
82.85714285714286,BENIGN
52.400000000000006,BENIGN
6.0,BENIGN
79.92857142857142,BENIGN
735.1200000000001,BENIGN
82.2,BENIGN
73.0,BENIGN
100.9,BENIGN
61.6,BENIGN
5.0,BENIGN
78.83333333333333,BENIGN
66.21428571428571,BENIGN
69.49999999999999,BENIGN
95.3,BENIGN
56.92307692307692,BENIGN
3349.260869565217,BENIGN
46.0,BENIGN
74.13333333333334,BENIGN
65.5,BENIGN
6773.833333333333,BENIGN
4.0,BENIGN
775324.9705882352,BENIGN
26.0,BENIGN
0.0,BENIGN
76.21428571428572,BENIGN
153.7391304347826,BENIGN
21636.125000000004,BENIGN
23.0,BENIGN
315005.8333333334,BENIGN
55.0,BENIGN
35.69230769230769,BENIGN
1.0,BENIGN
83.92857142857144,BENIGN
2662.620689655173,BENIGN
75.21428571428572,BENIGN
33.53846153846154,BENIGN
1.0,BENIGN
83.71428571428572,BENIGN
1657683.7352941176,BENIGN
73.0,BENIGN
36.57142857142857,BENIGN
73.33333333333333,BENIGN
542.9310344827588,BENIGN
81.07142857142856,BENIGN
32.69230769230769,BENIGN
1.0,BENIGN
74.80000000000001,BENIGN
44.642857142857146,BENIGN
82.50000000000001,BENIGN
32.64285714285714,BENIGN
83.92857142857143,BENIGN
3403.8749999999995,BENIGN
3849.25,BENIGN
8645.39393939394,BENIGN
917029.2916666666,BENIGN
71.0,BENIGN
2185288.777777778,BENIGN
82.21428571428571,BENIGN
28.538461538461547,BENIGN
1.0,BENIGN
81.78571428571429,BENIGN
3173.9687499999995,BENIGN
1.0,BENIGN
520518.0347826088,BENIGN
1.3333333333333333,BENIGN
1.0,BENIGN
1.0,BENIGN
0.0,BENIGN
1.0,BENIGN
1.0,BENIGN
0.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
4.0,BENIGN
1.0,BENIGN
1.0,BENIGN
0.0,BENIGN
1.0,BENIGN
1.0,BENIGN
3.0,BENIGN
1.0,BENIGN
0.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
3.0,BENIGN
1.0,BENIGN
0.0,BENIGN
1.0,BENIGN
0.0,BENIGN
1.0,BENIGN
4.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
4.0,BENIGN
0.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
1.0,BENIGN
37440.66666666667,BENIGN
81.6,BENIGN
5955564.454545455,BENIGN
304.83333333333337,BENIGN
233.8333333333333,BENIGN
82.96666666666667,BENIGN
6521.5,BENIGN
82.21428571428572,BENIGN
428484.66917293234,BENIGN
104828.9,BENIGN
10410.08653846154,BENIGN
154964.2857142857,BENIGN
5707.973404255323,BENIGN
153450.96363636362,BENIGN
4469146.4,BENIGN
4536337.133333334,BENIGN
14010656.2,BENIGN
4120724.882352941,BENIGN
4062715.176470589,BENIGN
6180696.636363637,BENIGN
4534319.933333334,BENIGN
4293766.352941177,BENIGN
4801231.066666667,BENIGN
4801175.2,BENIGN
3175101.1578947366,BENIGN
4871280.066666666,BENIGN
4938119.133333334,BENIGN
4938090.933333334,BENIGN
218997.9586206897,BENIGN
1071162.3333333333,BENIGN
569668.5117647059,BENIGN
22031337.0,BENIGN
327904.66165413527,BENIGN
3111699.518518519,BENIGN
21345613.333333336,BENIGN
4000032.823529412,BENIGN
5159770.461538462,BENIGN
276527.6193548389,BENIGN
833921.1562499999,BENIGN
1159969.076923077,BENIGN
888182.875,BENIGN
69.0,BENIGN
4602933.133333334,BENIGN
4604966.2,BENIGN
4602136.8,BENIGN
4119103.823529412,BENIGN
6362428.181818182,BENIGN
4670325.266666667,BENIGN
5070764.999999999,BENIGN
4601264.733333333,BENIGN
5158274.692307693,BENIGN
5083137.153846154,BENIGN
5234787.076923076,BENIGN
739116.9615384615,BENIGN
67.0,BENIGN
5469736.533333332,BENIGN
5364817.785714285,BENIGN
21364694.333333336,BENIGN
891518.4444444445,BENIGN
1673955.6666666667,BENIGN
5673163.083333333,BENIGN
5002954.823529412,BENIGN
5673124.666666667,BENIGN
5161499.0,BENIGN
36247.0625,BENIGN
4871.613445378156,BENIGN
1252.7654054054055,BENIGN
5313705.384615385,BENIGN
6002014.533333332,BENIGN
159027.52830188678,BENIGN
307684.41137123754,BENIGN
5794210.578947369,BENIGN
5900601.789473684,BENIGN
5895916.421052632,BENIGN
6175079.181818182,BENIGN
937691.6585365852,BENIGN
3063574.863636364,BENIGN
9146013.857142856,BENIGN
1442.7820512820506,BENIGN
37485.0,BENIGN
749730.5636363635,BENIGN
569237.714285714,BENIGN
10051587.363636363,BENIGN
78.5,BENIGN
45846.833333333336,BENIGN
35848.77272727272,BENIGN
118.0,BENIGN
40552.31914893616,BENIGN
0.0,BENIGN
235.5,BENIGN
80.78571428571429,BENIGN
82.00000000000001,BENIGN
899247.4421052629,BENIGN
7449.142857142859,BENIGN
11.0,BENIGN
6527.934782608695,BENIGN
65.0,BENIGN
3379565.333333333,BENIGN
180567.7142857143,BENIGN
3.0,BENIGN
419705.5,BENIGN
184.0,BENIGN
31524.83333333333,BENIGN
757.0,BENIGN
20764.25675675676,BENIGN
150.0,BENIGN
21364771.666666664,BENIGN
6131301.5,BENIGN
22016852.666666664,BENIGN
22007917.333333336,BENIGN
23015068.0,BENIGN
22007906.333333336,BENIGN
23019195.666666664,BENIGN
22365492.666666664,BENIGN
22009991.333333336,BENIGN
9714312.142857142,BENIGN
1.2727272727272725,BENIGN
30531.0,BENIGN
23027020.0,BENIGN
22359318.666666664,BENIGN
22026061.333333336,BENIGN
23026967.333333336,BENIGN
17633.05882352941,BENIGN
185.0,BENIGN
5583.820895522385,BENIGN
3.0,BENIGN
1.5454545454545456,BENIGN
21698039.0,BENIGN
432658.4166666666,BENIGN
355432.73333333334,BENIGN
3.0,BENIGN
3.0,BENIGN
1957000.3333333333,BENIGN
1717192.6666666667,BENIGN
395238.5714285715,BENIGN
362404.7857142857,BENIGN
21345627.333333336,BENIGN
9714308.57142857,BENIGN
22359277.666666664,BENIGN
23010041.333333336,BENIGN
22364839.666666664,BENIGN
22692571.333333336,BENIGN
4852923.913043477,BENIGN
4852881.6086956505,BENIGN
22360418.666666664,BENIGN
22350746.0,BENIGN
23015070.0,BENIGN
22007441.0,BENIGN
22019144.0,BENIGN
3230248.6086956523,BENIGN
22350871.666666664,BENIGN
22026965.333333336,BENIGN
22029335.0,BENIGN
9857139.42857143,BENIGN
22674598.666666664,BENIGN
22037171.666666664,BENIGN
22364890.666666664,BENIGN
22007975.666666664,BENIGN
22360419.333333336,BENIGN
22681864.333333336,BENIGN
34.42857142857143,BENIGN
75.2,BENIGN
553.4074074074074,BENIGN
77.7857142857143,BENIGN
33.92307692307693,BENIGN
1.0,BENIGN
80.64285714285715,BENIGN
22025856.666666664,BENIGN
23025932.0,BENIGN
23016737.0,BENIGN
22010098.333333336,BENIGN
23033214.333333336,BENIGN
22025846.0,BENIGN
30923.0,BENIGN
22029516.666666664,BENIGN
640677.8888888889,BENIGN
162.5,BENIGN
15107.56273764258,BENIGN
650275.847826087,BENIGN
2359651.653846154,BENIGN
23037153.0,BENIGN
21342104.333333336,BENIGN
22007395.0,BENIGN
68.1,BENIGN
49.5,BENIGN
74.0,BENIGN
70.91666666666666,BENIGN
77.14285714285714,BENIGN
69.28571428571426,BENIGN
51.0,BENIGN
61.2,BENIGN
71.83333333333333,BENIGN
70.78571428571428,BENIGN
132481.84,BENIGN
2439572.32,BENIGN
608040.1111111111,BENIGN
17281.0,BENIGN
231.0,BENIGN
2360564.230769231,BENIGN
19068.778260869567,BENIGN
4.0,BENIGN
2.090909090909091,BENIGN
1.7391304347826086,BENIGN
640769.9579831936,BENIGN
79.07142857142858,BENIGN
82.42857142857142,BENIGN
56.4,BENIGN
141.0,BENIGN
55866.66666666666,BENIGN
20.5,BENIGN
1799240.4210526317,BENIGN
207615.0810810811,BENIGN
2.0,BENIGN
23395.25,BENIGN
45.0,BENIGN
9143971.999999998,BENIGN
45385.54285714288,BENIGN
57.0,BENIGN
70.5,BENIGN
70.92857142857143,BENIGN
3272.9166666666665,BENIGN
81688.04545454544,BENIGN
200515.1111111111,BENIGN
3.0,BENIGN
225804.2916666667,BENIGN
156.0,BENIGN
2516736.458333333,BENIGN
593672.9736842106,BENIGN
656684.2647058824,BENIGN
66.0,BENIGN
70.0,BENIGN
9141.076923076924,BENIGN
3.0,BENIGN
25419.703703703704,BENIGN
3.0,BENIGN
12019.076327005036,BENIGN
106.0,BENIGN
11936.692307692309,BENIGN
190.0,BENIGN
19297.125000000004,BENIGN
3640768.4375,BENIGN
51206.66666666667,BENIGN
2325237.961538461,BENIGN
3983587.48275862,BENIGN
2364421.3111111107,BENIGN
2364421.48888889,BENIGN
973907.0,BENIGN
37020.20652173913,BENIGN
36512.00000000001,BENIGN
54.5,BENIGN
22045.08626198084,BENIGN
5223896.047619048,BENIGN
3.0,BENIGN
3996117.172413793,BENIGN
3242470.714285714,BENIGN
4.0,BENIGN
4127609.428571429,BENIGN
3.0,BENIGN
558929.4574468085,BENIGN
58.0,BENIGN
3497010.6363636367,BENIGN
2421389.36,BENIGN
3105082.444444444,BENIGN
3992890.896551725,BENIGN
3508929.9090909096,BENIGN
3983084.620689656,BENIGN
3038461.3684210526,BENIGN
273.0,BENIGN
22364787.0,BENIGN
27114.125,BENIGN
3.0,BENIGN
19722.72727272728,BENIGN
3.0,BENIGN
27176.250000000004,BENIGN
3.0,BENIGN
18079.25,BENIGN
1657410.5714285714,BENIGN
3.0,BENIGN
1.818181818181818,BENIGN
2836006.1750000007,BENIGN
22007944.0,BENIGN
22016859.666666664,BENIGN
168235.4663573086,BENIGN
1868507.1666666667,BENIGN
3179001.472222222,BENIGN
3741305.9375,BENIGN
1.0,BENIGN
778639.6688741721,BENIGN
28.0,BENIGN
2172151.872727273,BENIGN
523.9324324324324,BENIGN
8573.0,BENIGN
22032165.0,BENIGN
3858551.896551724,BENIGN
60.0,BENIGN
60.9,BENIGN
22352994.333333336,BENIGN
22674595.0,BENIGN
9571470.857142856,BENIGN
69.0,BENIGN
93.9,BENIGN
54.7,BENIGN
3.0,BENIGN
69.16666666666667,BENIGN
21579.64243885636,BENIGN
22348416.666666664,BENIGN
22344056.0,BENIGN
71.49999999999999,BENIGN
22692543.0,BENIGN
22026014.666666664,BENIGN
19026.17647058823,BENIGN
1691347.3333333333,BENIGN
1691526.3333333333,BENIGN
1691476.0,BENIGN
1691501.3333333333,BENIGN
3728714.9032258056,BENIGN
23027040.0,BENIGN
620897.7777777778,BENIGN
375176.4666666667,BENIGN
435953.2307692308,BENIGN
137.5,BENIGN
22693604.333333336,BENIGN
22031374.0,BENIGN
274530.22222222225,BENIGN
4.0,BENIGN
379894.8,BENIGN
626538.0,BENIGN
37.0,BENIGN
21345585.666666664,BENIGN
39.84615384615384,BENIGN
1.0,BENIGN
77.35714285714286,BENIGN
29.23076923076923,BENIGN
1.0,BENIGN
78.57142857142858,BENIGN
9428599.857142856,BENIGN
16746.841004184083,BENIGN
31043.0,BENIGN
3754.4375,BENIGN
1.0,BENIGN
4453001.066666666,BENIGN
22343390.0,BENIGN
22364819.666666664,BENIGN
3954919.1666666665,BENIGN
22025827.666666664,BENIGN
33999986.0,BENIGN
22007499.0,BENIGN
22026650.0,BENIGN
22017394.666666664,BENIGN
21364638.333333336,BENIGN
24013.0,BENIGN
22352551.0,BENIGN
22017375.333333336,BENIGN
22015134.333333336,BENIGN
2044692.9259259256,BENIGN
224.0,BENIGN
1974468.25,BENIGN
262.0,BENIGN
1088625.8703703706,BENIGN
22696072.0,BENIGN
22693605.0,BENIGN
83.64285714285714,BENIGN
388375.06666666665,BENIGN
18.0,BENIGN
9714304.285714284,BENIGN
1721885.5384615385,BENIGN
49.0,BENIGN
22007949.333333336,BENIGN
22370553.333333336,BENIGN
22348517.666666664,BENIGN
22026825.333333336,BENIGN
836896.8,BENIGN
3.0,BENIGN
23025860.333333336,BENIGN
1664958.333333333,BENIGN
2953116.0344827585,BENIGN
7773453.5,BENIGN
3.0,BENIGN
22359344.0,BENIGN
22366625.666666664,BENIGN
4520137.916666667,BENIGN
22350082.666666664,BENIGN
22025798.666666664,BENIGN
23010079.666666664,BENIGN
5158293.615384616,BENIGN
1177338.6764705884,BENIGN
64.0,BENIGN
4605163.066666666,BENIGN
22012173.0,BENIGN
5235595.461538462,BENIGN
5309529.769230769,BENIGN
386955.0936454849,BENIGN
353499.34939759044,BENIGN
4618925.666666667,BENIGN
30674.0,BENIGN
2447610.5000000005,BENIGN
706898.2378048777,BENIGN
22696196.666666664,BENIGN
1471857.0,BENIGN
4474301.94117647,BENIGN
5236264.0,BENIGN
5312097.23076923,BENIGN
3931695.7666666666,BENIGN
1093278.7037037036,BENIGN
6711138.9,BENIGN
4652504.647058823,BENIGN
21342031.333333336,BENIGN
111894.0,BENIGN
5735404.285714285,BENIGN
47221.6339444116,BENIGN
5063675.1875,BENIGN
5617757.357142857,BENIGN
1709718.759259259,BENIGN
11177791.000000002,BENIGN
14970575.714285713,BENIGN
14970585.285714284,BENIGN
4.0,BENIGN
4.0,BENIGN
10.0,BENIGN
696163.0000000001,BENIGN
1177495.2,BENIGN
4.0,BENIGN
3.0,BENIGN
695453.857142857,BENIGN
581.0,BENIGN
3683484.375,BENIGN
840265.8571428572,BENIGN
3.0,BENIGN
22364713.0,BENIGN
5537843.866666666,BENIGN
3630113.0,BENIGN
5672264.833333334,BENIGN
1863315.0689655168,BENIGN
1864867.4827586203,BENIGN
5158251.384615384,BENIGN
22007476.333333336,BENIGN
7878234.625000001,BENIGN
5252173.0,BENIGN
208.0,BENIGN
3.0,BENIGN
1179450.0,BENIGN
215.0,BENIGN
5309518.461538462,BENIGN
2351159.730769231,BENIGN
2351238.2307692305,BENIGN
2351171.5,BENIGN
2351243.8076923084,BENIGN
2351224.6153846155,BENIGN
1972267.8064516129,BENIGN
2344103.9615384606,BENIGN
21698054.666666664,BENIGN
6320127.9,BENIGN
3.0,BENIGN
2351717.076923077,BENIGN
5956354.545454546,BENIGN
279366.5839598997,BENIGN
9143754.0,BENIGN
5793692.7894736845,BENIGN
1.9,BENIGN
6225036.277777778,BENIGN
5899350.473684211,BENIGN
3333573.363636364,BENIGN
3867607.5,BENIGN
48.0,BENIGN
84.92857142857142,BENIGN
480.0,BENIGN
613605.3823529413,BENIGN
13748.249999999998,BENIGN
311.8333333333333,BENIGN
390965.4615384616,BENIGN
363006.9285714286,BENIGN
338804.46666666673,BENIGN
423524.4166666667,BENIGN
391021.8461538461,BENIGN
423604.5,BENIGN
30525.0,BENIGN
428747.6428571429,BENIGN
434483.9230769231,BENIGN
3436150.588235293,BENIGN
4.0,BENIGN
1702653.0,BENIGN
1702639.3333333333,BENIGN
1701594.6666666667,BENIGN
453669.6666666666,BENIGN
3.0,BENIGN
73063.26923076922,BENIGN
3627.697095435689,BENIGN
2093.189636163176,BENIGN
284957.3055555555,BENIGN
154.0,BENIGN
171983.4897959184,BENIGN
632947.3750000001,BENIGN
135.0,BENIGN
635702.9999999999,BENIGN
130.0,BENIGN
678471.0,BENIGN
56.0,BENIGN
1199032.6,BENIGN
3.0,BENIGN
539709.8421052633,BENIGN
81.0,BENIGN
90.4,BENIGN
68.4,BENIGN
538.1500000000001,BENIGN
1.0,BENIGN
2.0,BENIGN
2960.6363636363626,BENIGN
45.0,BENIGN
50821.36363636364,BENIGN
2974880.615384616,BENIGN
604273.1666666666,BENIGN
213.0,BENIGN
3.0,BENIGN
2355687.744680851,BENIGN
2606831.6744186054,BENIGN
82.71428571428571,BENIGN
40051.0,BENIGN
21364690.666666664,BENIGN
1432735.790123457,BENIGN
2319374.9199999995,BENIGN
3.0,BENIGN
2637549.4772727275,BENIGN
3.0,BENIGN
4.0,BENIGN
134.0,BENIGN
1.4545454545454546,BENIGN
346799.1333333333,BENIGN
58007.0,BENIGN
30490.0,BENIGN
30463.0,BENIGN
60644.0,BENIGN
30808.0,BENIGN
53365.0,BENIGN
16624.6,BENIGN
359.0,BENIGN
3.0,BENIGN
23352.0,BENIGN
19230.115384615387,BENIGN
3.0,BENIGN
22350166.0,BENIGN
7687.416666666667,BENIGN
30574.0,BENIGN
1.5,BENIGN
14430.5,BENIGN
248.0,BENIGN
11664.4,BENIGN
14447.5,BENIGN
14506.25,BENIGN
14521.5,BENIGN
388.0,BENIGN
433.0,BENIGN
868.0,BENIGN
42466.5,BENIGN
257.0,BENIGN
9929.333333333334,BENIGN
181.0,BENIGN
10060.166666666668,BENIGN
322.0,BENIGN
22674562.0,BENIGN
1.5,BENIGN
23384.333333333336,BENIGN
433313.1666666667,BENIGN
30644.0,BENIGN
40281.66666666666,BENIGN
240.0,BENIGN
3.0,BENIGN
30715.0,BENIGN
16676.647058823528,BENIGN
166.0,BENIGN
6933.346153846155,BENIGN
233.0,BENIGN
7984.333333333334,BENIGN
60902.0,BENIGN
4807.904109589039,BENIGN
237.0,BENIGN
9820.833333333334,BENIGN
179.0,BENIGN
385317.9285714286,BENIGN
64.5,BENIGN
22365470.0,BENIGN
474748.5833333333,BENIGN
417521.2307692308,BENIGN
140328.0,BENIGN
190278.0,BENIGN
22008002.333333336,BENIGN
472.0,BENIGN
6129.333333333333,BENIGN
83.49999999999999,BENIGN
517753.535,BENIGN
623.0,BENIGN
82.0,BENIGN
202858.0,BENIGN
25138.33333333333,BENIGN
3812.0,BENIGN
23019204.0,BENIGN
322741.68749999994,BENIGN
30289.0,BENIGN
18302.0,BENIGN
1665.0,BENIGN
34444.64705882354,BENIGN
7667.5,BENIGN
338268.51940298494,BENIGN
7900.333333333333,BENIGN
3941.0,BENIGN
60812.0,BENIGN
52471.833333333336,BENIGN
3114.0,BENIGN
19858.0,BENIGN
2.0,BENIGN
15709958.428571427,BENIGN
8906039.857142856,BENIGN
525305.1666666667,BENIGN
3237.0,BENIGN
10431.833333333332,BENIGN
3179.0,BENIGN
22348545.333333336,BENIGN
22676734.333333336,BENIGN
9714314.0,BENIGN
102540.4705882353,BENIGN
94.0,BENIGN
21698031.0,BENIGN
23025879.0,BENIGN
22026965.0,BENIGN
675589.375,BENIGN
1808776.0,BENIGN
1808757.6666666667,BENIGN
1066350.8,BENIGN
420810.5833333333,BENIGN
2575.3499999999995,BENIGN
2.0,BENIGN
79.0,BENIGN
8167.478260869564,BENIGN
78.0,BENIGN
2906.0,BENIGN
3725.5,BENIGN
3.0,BENIGN
686320.8,BENIGN
80.0,BENIGN
23026028.0,BENIGN
568554.6666666666,BENIGN
305814.17647058825,BENIGN
442676.3333333333,BENIGN
444469.0,BENIGN
353276.9333333333,BENIGN
1132651.8,BENIGN
663546.0,BENIGN
401175.1333333333,BENIGN
117.0,BENIGN
3.0,BENIGN
3.0,BENIGN
4.0,BENIGN
4.0,BENIGN
2.0,BENIGN
275169.7619047619,BENIGN
91.0,BENIGN
1916163.3333333333,BENIGN
1962601.3333333333,BENIGN
11.0,BENIGN
4623081.615384615,BENIGN
21678862.0,BENIGN
30355.0,BENIGN
46875.0,BENIGN
60914.0,BENIGN
1112399.2584269664,BENIGN
68355.11111111111,BENIGN
1596.0,BENIGN
396404.875,BENIGN
5415.0,BENIGN
455534.6428571429,BENIGN
1144.0,BENIGN
411498.9032258065,BENIGN
313.0,BENIGN
347691.8378378378,BENIGN
402103.21875,BENIGN
582.0,BENIGN
3168.0,BENIGN
16713.956521739135,BENIGN
16291.913043478264,BENIGN
7191.18181818182,BENIGN
6749.322033898306,BENIGN
3607.0,BENIGN
6518.796610169496,BENIGN
6452.749999999999,BENIGN
5194.0,BENIGN
5649.333333333334,BENIGN
3394.0,BENIGN
30627.0,BENIGN
106678.07142857143,BENIGN
14210.0,BENIGN
66619.76923076922,BENIGN
3348.0,BENIGN
1025139.0,BENIGN
157369.0,BENIGN
19222.6,BENIGN
138.0,BENIGN
10380.0,BENIGN
81323.91304347826,BENIGN
16732.0,BENIGN
13512.0,BENIGN
93933.6153846154,BENIGN
2988.0,BENIGN
23026960.333333336,BENIGN
35435.72727272727,BENIGN
5737.0,BENIGN
24604.5,BENIGN
35289.33333333333,BENIGN
34482.166666666664,BENIGN
8898.0,BENIGN
8925.0,BENIGN
8931.0,BENIGN
10732.333333333334,BENIGN
22482.78571428572,BENIGN
36546.38888888889,BENIGN
22486.714285714286,BENIGN
15326.0,BENIGN
14556.0,BENIGN
15187.0,BENIGN
15026.0,BENIGN
38775.833333333336,BENIGN
9755.0,BENIGN
109752.75,BENIGN
18.0,BENIGN
520.0,BENIGN
24790.222222222223,BENIGN
2741.333333333333,BENIGN
33051.11111111111,BENIGN
23492.5,BENIGN
4596.5,BENIGN
12366.0,BENIGN
4752.416666666668,BENIGN
4.0,BENIGN
265274.6153846154,BENIGN
9402.0,BENIGN
12134.818181818182,BENIGN
414532.0277777777,BENIGN
73241.0,BENIGN
93605.0,BENIGN
6999.933333333333,BENIGN
7219.333333333333,BENIGN
7009.1875,BENIGN
1610.0,BENIGN
3.0,BENIGN
4.0,BENIGN
14221.5,BENIGN
14244.333333333334,BENIGN
3229.0,BENIGN
6143.0,BENIGN
7187.928571428571,BENIGN
4.0,BENIGN
73296.33333333333,BENIGN
113.0,BENIGN
71339.5,BENIGN
69409.52631578947,BENIGN
12.0,BENIGN
336.0,BENIGN
87581.36842105261,BENIGN
74733.625,BENIGN
104.0,BENIGN
354880.0,BENIGN
5869.076923076924,BENIGN
1781.0,BENIGN
31470.0,BENIGN
962784.0404040404,BENIGN
84868.84210526317,BENIGN
150.0,BENIGN
811467.7894736842,BENIGN
197.0,BENIGN
3763.130434782607,BENIGN
2.0,BENIGN
8.5,BENIGN
7906.340909090909,BENIGN
37.0,BENIGN
669495.2499999999,BENIGN
182.0,BENIGN
669942.3333333333,BENIGN
643128.84,BENIGN
33.0,BENIGN
669666.625,BENIGN
647583.0,BENIGN
21.0,BENIGN
623724.4615384616,BENIGN
158.0,BENIGN
30695.0,BENIGN
467217.90909090906,BENIGN
140.0,BENIGN
1850028.6666666667,BENIGN
1850015.6666666667,BENIGN
463353.1666666667,BENIGN
517956.5454545455,BENIGN
481606.4166666666,BENIGN
4.0,BENIGN
110.0,BENIGN
416894.28571428574,BENIGN
134.0,BENIGN
300462.17647058825,BENIGN
1702420.6666666667,BENIGN
449822.5,BENIGN
3.0,BENIGN
4.0,BENIGN
367130.3125,BENIGN
417924.3846153846,BENIGN
1966105.0,BENIGN
453989.9230769231,BENIGN
401085.8,BENIGN
452129.4615384615,BENIGN
421726.3076923076,BENIGN
394809.8571428572,BENIGN
414983.7692307692,BENIGN
0.0,BENIGN
4.0,BENIGN
3.0,BENIGN
4.0,BENIGN
330609.5625,BENIGN
27.0,BENIGN
337925.3125,BENIGN
114.0,BENIGN
425380.4285714286,BENIGN
398823.2,BENIGN
498637.8333333333,BENIGN
543819.3636363636,BENIGN
2621.0,BENIGN
3.0,BENIGN
3.0,BENIGN
16043.0,BENIGN
7642.937500000001,BENIGN
11893.0,BENIGN
30707.0,BENIGN
70833.0,BENIGN
6272354.363636363,BENIGN
61583.0,BENIGN
22010107.0,BENIGN
30541.0,BENIGN
9857172.285714284,BENIGN
4961186.0,BENIGN
104.5,BENIGN
48448.88888888888,BENIGN
8026.0,BENIGN
9001.5,BENIGN
25874.25,BENIGN
27995.0,BENIGN
27428.375,BENIGN
13409.5,BENIGN
17632.5,BENIGN
17049.0,BENIGN
30280.0,BENIGN
18750.0,BENIGN
211.0,BENIGN
30559.0,BENIGN
22025777.0,BENIGN
60670.0,BENIGN
540043.6842105263,BENIGN
4538502.4,BENIGN
118088.2857142857,BENIGN
5415.0,BENIGN
119996.4705882353,BENIGN
94218.64285714284,BENIGN
5433.333333333333,BENIGN
21781.0,BENIGN
4467181.066666666,BENIGN
4603937.066666666,BENIGN
4114756.588235294,BENIGN
4665044.933333334,BENIGN
12918.615384615388,BENIGN
12897.307692307691,BENIGN
18959.0,BENIGN
62625.0,BENIGN
63023.0,BENIGN
92804.0,BENIGN
119615.0,BENIGN
14852.1875,BENIGN
48.71428571428572,BENIGN
13605644.4,BENIGN
4738976.333333334,BENIGN
4778442.666666667,BENIGN
10468.6875,BENIGN
14242.0,BENIGN
17263.0,BENIGN
2470.8,BENIGN
22007545.0,BENIGN
11310.2,BENIGN
6264.0,BENIGN
371011.8261,FTP-Patator
391497.2609,FTP-Patator
391263.2174,FTP-Patator
391980.9565,FTP-Patator
103.0,FTP-Patator
20.0,FTP-Patator
3.0,FTP-Patator
106.0,FTP-Patator
366592.8696,FTP-Patator
375064.7391,FTP-Patator
366272.8696,FTP-Patator
366399.0435,FTP-Patator
125.5,FTP-Patator
385175.8261,FTP-Patator
2.0,FTP-Patator
49.0,FTP-Patator
366330.6522,FTP-Patator
375024.1739,FTP-Patator
119.5,FTP-Patator
110.0,FTP-Patator
3.0,FTP-Patator
375263.6522,FTP-Patator
375424.2609,FTP-Patator
382140.3043,FTP-Patator
